timestamp x y z qx qy qz qw id
1679926903.285150 -0.944663 0.752683 -5.145347 -0.012029 -0.010855 -0.861482 0.507529 1
1679926905.286296 -0.944679 0.752619 -5.145051 -0.012027 -0.010798 -0.861486 0.507525 2
1679926905.985700 -0.944664 0.752568 -5.144920 -0.012071 -0.010785 -0.861475 0.507542 3
1679926906.685144 -0.944619 0.752538 -5.144862 -0.012068 -0.010762 -0.861477 0.507540 4
1679926907.985652 -0.944600 0.752431 -5.144678 -0.012041 -0.010758 -0.861497 0.507506 5
1679926909.086102 -0.944555 0.752325 -5.144477 -0.012102 -0.010801 -0.861475 0.507541 6
1679926910.186044 -0.944524 0.752287 -5.144323 -0.012085 -0.010788 -0.861488 0.507519 7
1679926911.185403 -0.944507 0.752237 -5.144166 -0.012085 -0.010820 -0.861482 0.507530 8
1679926912.285552 -0.944453 0.752222 -5.143963 -0.012109 -0.010799 -0.861482 0.507528 9
1679926913.586099 -0.944360 0.752143 -5.143768 -0.012121 -0.010761 -0.861471 0.507548 10
1679926914.386402 -0.944281 0.752044 -5.143621 -0.012127 -0.010748 -0.861465 0.507559 11
1679926915.286215 -0.944186 0.751995 -5.143440 -0.012119 -0.010718 -0.861471 0.507548 12
1679926916.086374 -0.944140 0.751936 -5.143330 -0.012097 -0.010715 -0.861467 0.507556 13
1679926916.986150 -0.944058 0.751911 -5.143177 -0.012074 -0.010748 -0.861472 0.507548 14
1679926918.586683 -0.975021 0.757214 -4.723217 0.003764 -0.009163 -0.864087 0.503244 15
1679926918.586683 -0.975021 0.757214 -4.723217 0.003764 -0.009163 -0.864087 0.503244 16
1679926919.483892 -1.373217 0.705600 -4.735021 -0.001679 -0.001376 -0.856024 0.516931 17
1679926920.885216 -1.513840 0.674533 -4.732395 0.000133 0.001255 -0.848532 0.529143 18
1679926921.685560 -1.518304 0.662050 -4.730852 0.000046 0.003363 -0.848657 0.528933 19
1679926922.687483 -1.661289 0.180532 -4.732131 -0.010969 0.013731 0.883537 -0.468031 20
1679926924.084929 -2.271728 -0.579750 -4.740284 0.006814 -0.019276 0.905254 -0.424379 21
1679926924.788368 -2.458560 -1.006912 -4.746240 0.000011 0.007237 -0.807406 0.589951 22
1679926925.684109 -2.514672 -1.142656 -4.757048 0.001448 0.001928 -0.857389 0.514664 23
1679926926.586625 -2.517581 -1.151558 -4.758894 0.000948 0.000680 -0.858538 0.512749 24
1679926927.686753 -2.541173 -1.190944 -4.758821 0.003980 -0.007022 -0.860642 0.509146 25
1679926928.885174 -2.987119 -1.771249 -4.761606 -0.000658 -0.004205 0.924307 -0.381627 26
1679926930.086245 -3.406872 -2.441491 -4.770188 -0.002818 0.008555 -0.858470 0.512785 27
1679926931.388120 -3.534458 -2.873326 -4.782716 0.002004 0.005775 -0.837888 0.545809 28
1679926932.586557 -3.470569 -2.921642 -4.788019 -0.000800 -0.000305 -0.858797 0.512316 29
1679926934.593040 -3.647033 -3.362476 -4.781774 -0.003942 0.004973 0.871386 -0.490557 30
1679926935.491529 -4.169122 -4.025361 -4.836350 -0.026020 -0.018480 0.922317 -0.385114 31
1679926936.695188 -4.464949 -4.702739 -4.902747 0.031940 0.024892 -0.840603 0.540136 32
1679926937.291092 -4.454672 -4.737042 -4.911653 0.030832 0.023262 -0.858052 0.512108 33
1679926938.692512 -4.437043 -4.750458 -4.917605 0.032301 0.019702 -0.858192 0.511932 34
1679926939.892231 -4.781998 -5.175331 -4.962403 0.025331 0.030138 -0.826829 0.561074 35
1679926940.493445 -5.027767 -5.666460 -5.004478 0.033007 0.019776 -0.822264 0.567803 36
1679926941.991748 -5.445638 -6.529442 -5.090547 0.028796 0.027167 -0.859714 0.509239 37
1679926943.093313 -5.418341 -6.553554 -5.096144 0.032245 0.020408 -0.858402 0.511555 38
1679926943.991870 -5.456707 -6.653463 -5.104006 0.028181 0.024250 -0.849855 0.525703 39
1679926944.892939 -5.815205 -7.351497 -5.170970 -0.038434 -0.007008 0.887451 -0.459244 40
1679926945.792642 -6.412917 -7.944424 -5.222837 -0.013208 0.011610 0.953694 -0.300264 41
1679926946.392462 -6.648119 -8.102895 -5.233246 -0.007356 -0.004826 0.951107 -0.308737 42
1679926947.292335 -6.712497 -8.149997 -5.239585 -0.001840 0.000425 0.953223 -0.302263 43
1679926949.192737 -7.078646 -8.347596 -5.240689 -0.000628 0.001378 0.955380 -0.295374 44
1679926950.392415 -8.034121 -8.996012 -5.251546 -0.000660 -0.000356 0.956145 -0.292892 45
1679926950.892810 -8.401157 -9.235574 -5.265042 -0.003069 -0.003168 0.952462 -0.304626 46
1679926952.092580 -8.489485 -9.312732 -5.274909 -0.001996 -0.002549 0.953036 -0.302841 47
1679926953.393177 -8.592090 -9.389890 -5.280851 -0.001195 0.001333 0.953581 -0.301132 48
1679926954.092505 -9.122936 -9.731769 -5.276626 -0.001213 -0.000072 0.952966 -0.303076 49
1679926954.692366 -9.621010 -10.077355 -5.288836 -0.000765 0.000852 0.953805 -0.300424 50
1679926955.593486 -10.127842 -10.441630 -5.289328 -0.004436 0.000264 0.947421 -0.319959 51
1679926957.892051 -10.214765 -10.586772 -5.305736 0.008288 -0.015508 0.927079 -0.374454 52
1679926958.594241 -10.552284 -11.078726 -5.306103 -0.001486 -0.005534 0.894382 -0.447267 53
1679926959.892116 -11.236635 -12.022191 -5.324836 0.002846 -0.008840 0.872206 -0.489050 54
1679926960.693843 -11.317723 -12.177918 -5.336921 -0.001807 -0.001272 0.867745 -0.497004 55
1679926961.693060 -11.325284 -12.195440 -5.339437 -0.001667 -0.002004 0.867730 -0.497030 56
1679926962.193381 -11.342491 -12.227737 -5.340708 -0.001264 -0.004597 0.867316 -0.497735 57
1679926963.192744 -11.726051 -12.900241 -5.344561 0.002350 0.000516 -0.862069 0.506786 58
1679926963.893491 -12.076269 -13.483958 -5.353046 -0.003720 0.000533 0.866529 -0.499113 59
1679926964.393832 -12.255471 -13.764743 -5.359296 -0.000788 -0.002201 0.868552 -0.495593 60
