timestamp x y z qx qy qz qw id
1679925501.362876 -0.600277 0.287595 0.419134 0.027494 0.015194 -0.855195 0.517353 1
1679925518.463235 -0.627874 0.198512 0.412794 0.027624 0.014957 -0.854879 0.517876 13
1679925520.062521 -0.995196 -0.389919 0.375651 -0.025901 -0.017774 0.898961 -0.436900 14
1679925521.664340 -1.691473 -1.486620 0.294161 0.027843 0.014544 -0.841962 0.538622 15
1679925522.963531 -1.709220 -1.574657 0.288806 -0.026921 -0.016187 0.873053 -0.486613 16
1679925524.463288 -1.854199 -1.787512 0.272683 -0.024408 -0.019775 0.932616 -0.359500 17
1679925525.665648 -2.281221 -2.477645 0.221738 -0.026093 -0.017492 0.897622 -0.439646 18
1679925526.862671 -2.752697 -3.199289 0.167742 -0.026981 -0.016088 0.873398 -0.485993 19
1679925528.463339 -2.793692 -3.280290 0.161929 -0.026958 -0.016125 0.874585 -0.483853 20
1679925530.463198 -3.265507 -4.125630 0.100847 -0.026668 -0.016600 0.883698 -0.467002 21
1679925532.363667 -3.899889 -5.035462 0.031011 -0.026995 -0.016063 0.874631 -0.483770 22
1679925534.262778 -3.966228 -5.200268 0.019899 -0.027035 -0.015997 0.873550 -0.485719 23
1679925535.463959 -4.571844 -6.178272 -0.052436 -0.027249 -0.015628 0.866917 -0.497461 24
1679925535.463959 -4.571802 -6.177308 -0.052436 -0.027248 -0.015632 0.866857 -0.497567 25
1679925537.163902 -4.951827 -6.786259 -0.097507 -0.026956 -0.016129 0.875948 -0.481382 26
1679925538.463218 -4.958258 -6.800640 -0.098457 -0.026993 -0.016068 0.874813 -0.483441 27
1679925540.363635 -5.509342 -7.674302 -0.163330 -0.025683 -0.018088 0.909045 -0.415512 28
1679925541.662866 -6.272169 -8.227290 -0.217608 -0.022459 -0.021963 0.963500 -0.265858 29
1679925542.763075 -6.356977 -8.293841 -0.223883 -0.022473 -0.021949 0.963328 -0.266482 30
1679925544.663515 -6.614146 -8.452374 -0.240715 -0.022366 -0.022058 0.964564 -0.261974 31
1679925545.263350 -7.102356 -8.717402 -0.270578 -0.022305 -0.022120 0.965374 -0.258971 32
1679925546.463138 -8.032012 -9.240437 -0.328499 -0.022433 -0.021990 0.963849 -0.264591 33
1679925547.648691 -8.152841 -9.333390 -0.337378 -0.022475 -0.021947 0.963398 -0.266229 34
1679925549.549131 -8.567433 -9.548510 -0.362265 -0.022462 -0.021960 0.963328 -0.266482 36
1679925550.748886 -9.549528 -10.140510 -0.423193 -0.022302 -0.022122 0.963193 -0.266968 37
1679925551.350118 -9.876370 -10.350997 -0.444976 -0.022685 -0.021729 0.958224 -0.284288 38
1679925551.950024 -9.914146 -10.379570 -0.447482 -0.022610 -0.021808 0.959362 -0.280425 39
1679925553.149853 -9.910595 -10.401697 -0.448846 -0.022595 -0.021824 0.959487 -0.279996 40
1679925554.750328 -10.419831 -11.038618 -0.499495 -0.025689 -0.018079 0.904996 -0.424260 41
1679925555.950152 -11.091486 -11.841001 -0.564812 -0.026363 -0.017081 0.888033 -0.458706 42
1679925557.049206 -11.180048 -11.966733 -0.573350 -0.026716 -0.016817 0.884987 -0.464544 43
1679925557.549265 -11.183227 -11.971509 -0.574858 -0.026475 -0.016907 0.885035 -0.464463 44
1679925558.649407 -11.267351 -12.108751 -0.585032 -0.026676 -0.016588 0.879450 -0.474954 45
1679925559.749583 -11.846232 -12.958373 -0.649756 -0.026608 -0.016697 0.881171 -0.471753 46
1679925560.249884 -12.121543 -13.317090 -0.677885 -0.026508 -0.016856 0.884027 -0.466379 47
1679925560.750272 -12.257720 -13.523720 -0.693402 -0.026445 -0.016954 0.885646 -0.463298 48
1679925561.749526 -12.296686 -13.619713 -0.699933 -0.026503 -0.016863 0.884067 -0.466303 49
1679925562.849719 -12.305221 -13.634857 -0.701006 -0.026544 -0.016798 0.882981 -0.468356 51
1679925563.850430 -12.593467 -14.148071 -0.738046 -0.025893 -0.017786 0.899957 -0.434846 52
1679925564.447513 -12.885200 -14.265540 -0.753408 0.027722 0.014774 -0.846039 0.532195 53
1679925564.953233 -13.090826 -14.594345 -0.777814 0.028001 0.014237 -0.835813 0.548115 54
1679925566.549616 -13.436077 -15.314633 -0.827989 -0.026514 -0.016847 0.884328 -0.465808 55
1679925567.250394 -13.437220 -15.340077 -0.829300 -0.026520 -0.016837 0.884021 -0.466391 56
1679925569.049858 -13.683179 -15.774911 -0.860767 0.027277 0.015581 -0.861412 0.506935 58
1679925570.449952 -14.369608 -16.799200 -0.938302 0.027165 0.015774 -0.865312 0.500248 59
1679925571.650976 -14.571288 -17.015331 -0.956468 -0.026427 -0.016982 0.887311 -0.460101 60
1679925572.249485 -14.575099 -17.026344 -0.957097 -0.026413 -0.017004 0.887048 -0.460608 61
1679925572.950170 -14.576062 -17.025824 -0.957110 -0.026246 -0.017261 0.891664 -0.451607 62
1679925574.148530 -14.861387 -17.481201 -0.990813 -0.024737 -0.019361 0.925709 -0.376930 63
1679925574.750972 -15.177250 -17.900995 -1.023652 -0.025538 -0.018291 0.908997 -0.415617 64
1679925575.349448 -15.513787 -18.331388 -1.057693 -0.025794 -0.017929 0.903223 -0.428021 65
1679925576.050160 -15.719138 -18.614498 -1.079516 -0.026417 -0.016998 0.887339 -0.460047 66
1679925577.249755 -15.729574 -18.659605 -1.082359 -0.026427 -0.016983 0.887148 -0.460415 67
1679925578.449420 -15.742724 -18.683455 -1.084092 -0.026462 -0.016927 0.886053 -0.462518 68
1679925579.748581 -16.332558 -19.529976 -1.149728 -0.026633 -0.016657 0.881061 -0.471958 69
1679925580.949542 -16.816475 -20.236202 -1.203555 -0.026490 -0.016884 0.885087 -0.464364 70
1679925582.248751 -16.860109 -20.334665 -1.210441 -0.026531 -0.016819 0.883959 -0.466508 71
1679925582.848527 -16.861885 -20.338528 -1.210725 -0.026526 -0.016827 0.884071 -0.466295 72
1679925584.548596 -17.263023 -20.872927 -1.252353 -0.026535 -0.016813 0.883881 -0.466656 74
1679925585.149578 -17.582424 -21.350080 -1.288434 -0.026529 -0.016823 0.884170 -0.466108 75
1679925586.349256 -17.992386 -21.994459 -1.336370 -0.026464 -0.016925 0.886059 -0.462507 76
1679925587.348538 -18.004887 -22.040718 -1.339341 -0.026474 -0.016908 0.885680 -0.463233 77
1679925588.949058 -18.097790 -22.261427 -1.354272 -0.027054 -0.015965 0.869001 -0.493813 78
1679925593.449170 -19.191696 -23.641808 -1.463904 -0.025644 -0.018144 0.906871 -0.420235 79
1679925594.749716 -19.235533 -23.691082 -1.467992 -0.025496 -0.018350 0.910253 -0.412859 80
1679925596.147301 -20.055038 -24.540480 -1.540056 -0.025912 -0.017758 0.900640 -0.433429 81
1679925597.050889 -20.410978 -25.151329 -1.584337 -0.026463 -0.016927 0.886871 -0.460948 82
1679925597.545991 -20.435776 -25.227999 -1.589509 -0.026226 -0.017292 0.892636 -0.449683 83
1679925598.948801 -20.451347 -25.243444 -1.590834 -0.026328 -0.017135 0.890059 -0.454761 84
1679925599.749005 -20.646805 -25.594248 -1.616031 -0.026888 -0.016243 0.874475 -0.484052 85
1679925600.549181 -21.073738 -26.215986 -1.663379 -0.026949 -0.016141 0.873449 -0.485901 86
1679925600.948723 -21.321127 -26.496490 -1.686667 0.027426 0.015316 -0.859630 0.509951 87
1679925601.848420 -21.644108 -26.825079 -1.714392 -0.026441 -0.016961 0.887930 -0.458905 88
1679925602.549204 -21.683393 -26.882359 -1.718559 -0.026295 -0.017185 0.891449 -0.452030 89
1679925603.349406 -21.691397 -26.891020 -1.719559 -0.026302 -0.017176 0.891558 -0.451815 90
