timestamp x y z qx qy qz qw id
1679926247.482185 -0.071200 0.301257 -2.366194 0.014951 0.005170 0.882652 -0.469761 1
1679926248.082052 -0.071260 0.301148 -2.366072 0.014933 0.005218 0.882642 -0.469779 2
1679926250.181512 -0.071637 0.301115 -2.366193 0.014950 0.005172 0.882663 -0.469741 4
1679926250.882293 -0.071360 0.301173 -2.366207 0.014952 0.005166 0.882633 -0.469796 5
1679926252.282389 -0.071625 0.301250 -2.366191 0.014951 0.005170 0.882650 -0.469764 7
1679926252.981771 -0.071512 0.301617 -2.366249 0.014955 0.005157 0.882513 -0.470023 8
1679926253.581618 -0.071369 0.301340 -2.366088 0.014926 0.005216 0.882652 -0.469762 9
1679926255.182254 -0.071632 0.301487 -2.366486 0.014817 0.005017 0.882630 -0.469808 10
1679926255.882932 -0.071622 0.301707 -2.366207 0.014953 0.005165 0.882549 -0.469954 11
1679926256.582307 -0.071123 0.301408 -2.366193 0.014951 0.005169 0.882644 -0.469776 12
1679926257.982396 -0.071385 0.301376 -2.366200 0.014953 0.005163 0.882619 -0.469823 13
1679926258.681813 -0.071338 0.300797 -2.366175 0.014948 0.005178 0.882731 -0.469612 14
1679926259.281590 -0.071564 0.301499 -2.366197 0.014951 0.005171 0.882611 -0.469838 15
1679926260.683084 -0.071632 0.302361 -2.366207 0.014952 0.005166 0.882619 -0.469822 16
1679926261.482018 -0.071463 0.301776 -2.366190 0.014948 0.005178 0.882598 -0.469862 17
1679926262.182753 -0.071202 0.300975 -2.366230 0.014954 0.005160 0.882567 -0.469921 18
1679926262.782604 -0.070959 0.301449 -2.366407 0.014950 0.005210 0.882557 -0.469938 19
1679926264.182681 -0.071509 0.300757 -2.366189 0.014952 0.005167 0.882607 -0.469846 21
1679926264.882092 -0.071363 0.301120 -2.366079 0.014927 0.005215 0.882606 -0.469848 22
1679926266.282260 -0.071771 0.300923 -2.366210 0.014954 0.005161 0.882665 -0.469737 23
1679926267.082495 -0.144926 0.203869 -2.362432 0.014849 0.004922 0.880071 -0.474585 24
1679926267.682321 -0.126385 0.243795 -2.363897 0.014874 0.004847 0.877780 -0.478808 25
1679926269.082419 -0.549364 0.145461 -2.352582 0.014913 0.004725 0.873274 -0.486978 26
1679926269.682277 -0.566036 0.127537 -2.351766 0.014910 0.004734 0.873664 -0.486278 27
1679926270.482490 -0.567729 0.121366 -2.351543 0.014910 0.004736 0.873686 -0.486238 28
1679926271.786757 -0.525858 -0.006177 -2.349578 -0.015429 -0.002583 -0.795410 0.605870 30
1679926272.390579 -0.505476 -0.319335 -2.341664 -0.015660 -0.001993 -0.767310 0.641083 31
1679926273.890146 -1.448711 -1.124148 -1.792775 0.135746 -0.195703 0.883956 -0.402361 32
1679926274.588134 -1.733321 -1.426771 -1.747950 0.124920 -0.202785 0.854865 -0.460955 33
1679926275.288826 -1.777184 -1.503680 -1.748469 0.124970 -0.202754 0.854979 -0.460743 34
1679926275.988261 -1.786639 -1.519497 -1.748298 0.125021 -0.202722 0.855377 -0.460004 35
1679926277.388293 -1.899029 -1.778956 -1.762314 0.117560 -0.207138 0.833333 -0.498829 37
1679926278.087717 -2.223939 -2.350904 -1.764098 0.120269 -0.205578 0.841687 -0.484599 38
1679926278.788377 -2.603678 -2.868823 -1.732614 0.125013 -0.202728 0.855736 -0.459336 39
1679926280.188521 -2.875749 -3.235393 -1.708258 0.125028 -0.202718 0.855748 -0.459313 40
1679926280.889168 -2.886104 -3.248727 -1.707591 0.125017 -0.202725 0.855494 -0.459786 41
1679926281.888456 -2.920374 -3.315218 -1.708500 0.122726 -0.204120 0.849220 -0.471274 42
1679926282.788322 -3.319039 -3.972049 -1.700047 0.123323 -0.203760 0.851136 -0.467805 43
1679926283.688272 -3.830553 -4.658020 -1.653716 0.127026 -0.201472 0.861570 -0.448297 44
1679926284.188303 -3.971135 -4.887181 -1.649845 0.124628 -0.202965 0.854815 -0.461047 45
1679926284.788159 -3.999077 -4.969672 -1.657550 0.124801 -0.202858 0.855369 -0.460018 46
