waypoint tag_id x y z
1 350 0.29764232606299723 0.18487099472681434 0.02157653725888459 
2 350 0.29764232606299723 0.18487099472681434 0.02157653725888459 
3 400 0.9268324994624471 0.07824783202225971 0.04547002223434769 
4 400 0.9268324994624471 0.07824783202225971 0.04547002223434769 
4 401 0.05549410436255675 0.021437275436570147 0.006877117734288243 
5 400 0.9268324994624471 0.07824783202225971 0.04547002223434769 
5 401 0.7772214081541846 0.08837310516085717 0.025561722633888118 
6 401 0.7772214081541846 0.08837310516085717 0.025561722633888118 
7 401 0.7772214081541846 0.08837310516085717 0.025561722633888118 
7 402 0.022651026840619815 0.015777854396589186 0.006404793623931038 
8 402 0.03685674902617708 0.010704674140893267 0.004499501288531035 
9 402 0.22530566907794092 0.03478106668738368 0.009818224353489974 
10 402 0.22530566907794092 0.03478106668738368 0.009818224353489974 
11 402 0.22530566907794092 0.03478106668738368 0.009818224353489974 
12 403 0.012444775648321221 0.06222120474495996 0.015637249077851315 
13 403 1.9975138826799406 0.04569469043096963 0.020373702264826127 
14 403 2.2122391217108563 0.04430133242610368 0.015200289947267673 
15 403 2.2122391217108563 0.04430133242610368 0.015200289947267673 
17 404 0.07840759526620433 0.09172718358560317 0.008110359416878717 
18 404 0.5182127353148734 0.19714104952500766 0.032733427140004184 
19 404 0.5182127353148734 0.19714104952500766 0.032733427140004184 
19 405 0.16491057450381819 0.0765590348051507 0.019686117953472873 
20 405 1.058883890319236 0.0701163959978447 0.01621762237092167 
21 405 1.058883890319236 0.0701163959978447 0.01621762237092167 
22 405 1.058883890319236 0.0701163959978447 0.01621762237092167 
33 407 0.019181235799257346 0.009491245947207627 0.003176231873937202 
34 407 0.6978372467028874 0.08223344354980344 0.03542702859468269 
35 407 0.6978372467028874 0.08223344354980344 0.03542702859468269 
36 407 0.6978372467028874 0.08223344354980344 0.03542702859468269 
40 408 0.03513515218688468 0.030067055230554862 0.006149274388636258 
41 408 0.019664866023484828 0.020427915500108362 0.010815657978302806 
42 408 0.267699461874247 0.024760915843069276 0.024450346838798598 
43 408 0.267699461874247 0.024760915843069276 0.024450346838798598 
44 408 0.267699461874247 0.024760915843069276 0.024450346838798598 
46 409 0.06965226393390433 0.03603985260845044 0.007552555999129972 
47 409 0.23024898615785472 0.02695940363058502 0.019718181557824278 
48 409 0.23024898615785472 0.02695940363058502 0.019718181557824278 
48 410 0.006700101181017715 0.037363770570703336 0.0030899264388385 
49 409 0.23024898615785472 0.02695940363058502 0.019718181557824278 
49 410 0.024088573744302122 0.05305628284033337 0.007618038025620444 
50 410 0.002463622826012646 0.025190627059027415 0.004418366377613642 
51 410 0.3943049947292723 0.02881668657501585 0.014308050493730712 
52 410 0.3943049947292723 0.02881668657501585 0.014308050493730712 
52 411 0.01394884198880289 0.0048864678053121 0.003947204577267258 
53 410 0.3943049947292723 0.02881668657501585 0.014308050493730712 
53 411 0.029341585230322362 0.004115979427391503 0.0025903841473859796 
54 411 0.02423056252996103 0.04439927065327531 0.019008396712158593 
55 411 0.01766927444804045 0.0729389106114573 0.011477708329801717 
55 412 0.026306503351038568 0.012388690146309778 0.013092880913083416 
56 411 0.01766927444804045 0.0729389106114573 0.011477708329801717 
56 412 0.02403806824349064 0.01467166077231219 0.0019637285476064303 
57 411 0.01766927444804045 0.0729389106114573 0.011477708329801717 
57 412 0.02443307223101765 0.030912355837076966 0.005570941863738535 
58 412 0.05293346263219442 0.05854199887977041 0.007057695077997195 
59 412 0.05293346263219442 0.05854199887977041 0.007057695077997195 
60 412 0.05293346263219442 0.05854199887977041 0.007057695077997195 
61 401 0.01866937537711494 0.009907275841957608 0.002264873742171658 
62 401 0.022080461248174865 0.023820395680994144 0.008429733293272394 
63 400 0.10612512145204744 0.09690446014434517 0.02720580040425319 
63 401 0.012097433983355499 0.0315116638711852 0.04038815410152287 
64 400 0.03928601208399085 0.03381546335599617 0.021619796484772212 
64 401 0.012097433983355499 0.0315116638711852 0.04038815410152287 
65 400 0.06135395579834935 0.038407422771838284 0.009016846076037928 
65 401 0.012097433983355499 0.0315116638711852 0.04038815410152287 
66 400 0.06135395579834935 0.038407422771838284 0.009016846076037928 
66 350 0.03184838779246135 0.021226496528477856 0.013846773498268749 
67 400 0.06135395579834935 0.038407422771838284 0.009016846076037928 
67 350 1.3265101979968974 0.06267359786703741 0.02228955385842626 
68 350 1.3265101979968974 0.06267359786703741 0.02228955385842626 
69 350 1.3265101979968974 0.06267359786703741 0.02228955385842626 
70 413 0.02143078249407404 0.03828306052013275 0.005927421400403525 
71 413 0.0126075004577198 0.025945091859902902 0.009342943124573243 
72 413 0.18399960817558503 0.027538927092741528 0.004398729174012716 
73 413 0.08202106449171276 0.02607369359994305 0.00522297549429636 
74 413 0.08202106449171276 0.02607369359994305 0.00522297549429636 
75 413 0.08202106449171276 0.02607369359994305 0.00522297549429636 
75 414 0.005164167550489429 0.010778824190321501 0.005226957686889494 
76 414 0.24774760888731898 0.017405014702843946 0.009015623472599155 
77 414 0.24774760888731898 0.017405014702843946 0.009015623472599155 
78 414 0.24774760888731898 0.017405014702843946 0.009015623472599155 
78 415 0.039972479719046605 0.016772955305110582 0.023837749111397126 
79 415 0.011244724514625437 0.020976682279121306 0.015560496126672367 
80 415 1.1354759935333378 0.45187707926868215 0.013889386499198575 
81 415 1.1354759935333378 0.45187707926868215 0.013889386499198575 
82 415 0.0443616459428251 0.11571000135111875 0.005446703802355832 
83 415 1.0418835937265558 0.23009084081413267 0.11878549238199176 
84 415 1.058181189808158 0.24891652605685222 0.11878549238199176 
85 414 0.10379842041936715 0.03404091578050206 0.02036625392150576 
85 415 1.058181189808158 0.24891652605685222 0.11878549238199176 
86 414 0.04223103175159171 0.09161268518681234 0.004163526888306152 
87 417 0.021691704183214977 0.014712764918278554 0.007869541316537554 
87 414 0.035718309696731065 0.038715168878828754 0.0043977287861629855 
88 417 0.009167063357282568 0.030825020645993906 0.008624213246032145 
88 414 0.03424414269001064 0.04120409763439015 0.007032000952532702 
89 417 0.017957100923651437 0.0329153198731178 0.0012675937853726116 
89 414 0.03424414269001064 0.04120409763439015 0.007032000952532702 
90 417 0.01452460987973847 0.017966635001472442 0.016060380672773086 
90 414 0.03424414269001064 0.04120409763439015 0.007032000952532702 
91 417 0.012232268225818022 0.060838678981884 0.00971097626302228 
92 417 0.012232268225818022 0.060838678981884 0.00971097626302228 
93 417 0.012232268225818022 0.060838678981884 0.00971097626302228 
94 413 0.3853381585955933 0.12274824191105183 0.026812122326371375 
95 413 0.36238663282113626 0.019223849974449703 0.012057588089419403 
96 413 0.36238663282113626 0.019223849974449703 0.012057588089419403 
97 413 0.36238663282113626 0.019223849974449703 0.012057588089419403 
99 350 0.05218671113722001 0.06730768139340793 0.003870988651629461 
100 350 0.01500348648559513 0.06052878665175898 0.004272535087428246 
